date,secteur,region,canal_vente,representant,taille_client,revenu,marge_pct,rabais_pct,nb_reunions,duree_cycle_jours,score_nps,est_renouvellement,mois,trimestre,annee
2023-08-03,Services,Québec,Revendeur,REP15,PME,16312.44,16.8,11.3,3,53,4,1,8,3,2023
2023-08-03,Services,Québec,Direct,REP01,Startup,191576.67,43.6,8.4,9,188,1,1,8,3,2023
2023-08-05,Services,Québec,En ligne,REP10,Startup,4367.53,17.8,6.4,2,43,7,0,8,3,2023
2023-08-05,Services,Alberta,En ligne,REP13,PME,11853.57,46.8,1.7,9,229,6,1,8,3,2023
2023-08-05,Services,Maritimes,Direct,REP21,PME,96431.64,15.3,4.3,4,178,2,0,8,3,2023
2023-08-05,Services,Ontario,Direct,REP18,Startup,14230.82,41.0,14.0,11,186,10,0,8,3,2023
2023-08-06,Manufacturier,Québec,Direct,REP24,PME,11477.86,19.1,3.4,10,250,7,0,8,3,2023
2023-08-06,Services,Maritimes,En ligne,REP20,Grande entreprise,34503.91,54.2,20.4,9,260,3,1,8,3,2023
2023-08-07,Services,Ontario,Direct,REP04,PME,14376.32,15.0,17.5,3,267,3,1,8,3,2023
2023-08-07,Services,Alberta,Direct,REP13,Grande entreprise,147314.73,17.5,8.6,10,113,4,1,8,3,2023
2023-08-07,Services,Québec,Revendeur,REP18,PME,17802.31,29.5,16.1,10,309,4,1,8,3,2023
2023-08-08,Services,Ontario,En ligne,REP09,Startup,24651.49,44.4,22.1,3,66,7,0,8,3,2023
2023-08-08,Manufacturier,Québec,Revendeur,REP24,PME,24938.7,43.5,23.0,2,325,1,0,8,3,2023
2023-08-08,Services,Maritimes,Partenaire,REP22,Grande entreprise,50733.78,31.4,24.8,5,314,6,0,8,3,2023
2023-08-08,Manufacturier,Alberta,Direct,REP20,Grande entreprise,379662.87,41.2,8.2,10,227,8,1,8,3,2023
2023-08-09,Manufacturier,Québec,Direct,REP17,PME,27257.89,37.6,16.5,11,335,2,1,8,3,2023
2023-08-10,Manufacturier,Québec,Direct,REP03,Grande entreprise,276507.98,53.4,8.8,3,251,4,0,8,3,2023
2023-08-10,Services,Alberta,Revendeur,REP12,PME,13647.02,34.7,11.4,6,105,2,0,8,3,2023
2023-08-10,Services,Ontario,En ligne,REP12,Startup,42829.28,30.9,10.6,1,84,8,0,8,3,2023
2023-08-10,Manufacturier,Québec,Direct,REP05,Startup,145277.97,43.1,0.5,7,51,9,0,8,3,2023
2023-08-10,Services,Québec,Revendeur,REP16,PME,26420.42,39.9,15.9,2,318,7,1,8,3,2023
2023-08-11,Manufacturier,Alberta,En ligne,REP03,Grande entreprise,843963.54,54.6,11.1,7,237,10,1,8,3,2023
2023-08-12,Manufacturier,Québec,Partenaire,REP15,Grande entreprise,151591.7,43.8,6.6,1,107,6,1,8,3,2023
2023-08-12,Manufacturier,Québec,Direct,REP11,Grande entreprise,161423.22,53.4,23.5,10,199,8,1,8,3,2023
2023-08-12,Manufacturier,Québec,Direct,REP11,PME,516294.91,15.1,11.2,2,300,2,0,8,3,2023
2023-08-12,Services,Québec,Partenaire,REP11,PME,30815.57,34.5,13.5,6,257,10,0,8,3,2023
2023-08-12,Services,Alberta,Revendeur,REP18,PME,21002.75,39.4,18.5,4,209,6,0,8,3,2023
2023-08-12,Manufacturier,Québec,Direct,REP13,Startup,86832.65,38.9,24.8,7,166,4,1,8,3,2023
2023-08-13,Services,Québec,Partenaire,REP14,Gouvernement,124307.75,35.3,24.2,9,34,4,1,8,3,2023
2023-08-13,Manufacturier,Alberta,Direct,REP06,PME,46757.72,40.6,10.8,8,326,1,0,8,3,2023
2023-08-14,Services,Ontario,Revendeur,REP07,Gouvernement,46501.29,36.9,7.7,1,204,1,1,8,3,2023
2023-08-14,Services,Alberta,Revendeur,REP21,PME,4770.62,40.0,8.8,6,283,5,0,8,3,2023
2023-08-16,Services,Alberta,Direct,REP09,PME,51062.73,36.4,19.0,7,58,6,0,8,3,2023
2023-08-16,Services,Québec,Revendeur,REP15,Grande entreprise,71921.02,38.2,6.4,2,40,7,1,8,3,2023
2023-08-16,Services,Colombie-Britannique,Revendeur,REP23,PME,11214.74,45.7,17.7,11,312,7,1,8,3,2023
2023-08-17,Services,Alberta,Revendeur,REP05,Grande entreprise,57042.18,36.5,20.7,8,306,5,1,8,3,2023
2023-08-17,Services,Québec,Direct,REP13,Grande entreprise,29062.25,52.9,19.8,2,209,2,0,8,3,2023
2023-08-18,Services,Colombie-Britannique,Revendeur,REP03,PME,76671.4,54.3,17.8,11,92,3,1,8,3,2023
2023-08-18,Services,Ontario,Revendeur,REP13,Startup,10624.79,17.8,7.3,6,49,10,1,8,3,2023
2023-08-18,Services,Ontario,Direct,REP13,Grande entreprise,30159.62,49.1,9.2,11,347,8,0,8,3,2023
2023-08-19,Manufacturier,Alberta,Revendeur,REP22,Startup,5192.09,44.5,8.4,7,65,4,0,8,3,2023
2023-08-19,Services,Alberta,Revendeur,REP25,PME,35198.53,27.6,19.4,8,10,3,0,8,3,2023
2023-08-20,Services,Alberta,Revendeur,REP09,PME,41856.42,47.1,0.9,5,34,1,0,8,3,2023
2023-08-20,Services,Québec,Partenaire,REP16,PME,27726.33,22.8,19.6,10,33,7,1,8,3,2023
2023-08-21,Services,Colombie-Britannique,Partenaire,REP10,PME,15931.34,43.6,7.1,10,8,4,0,8,3,2023
2023-08-21,Services,Québec,Direct,REP14,Startup,38984.63,37.9,16.0,2,230,2,1,8,3,2023
2023-08-21,Services,Québec,Direct,REP24,PME,21780.58,16.2,1.4,2,241,8,0,8,3,2023
2023-08-22,Services,Ontario,Direct,REP23,PME,17820.49,18.0,11.2,5,77,6,0,8,3,2023
2023-08-22,Services,Québec,En ligne,REP18,PME,29955.14,16.6,5.8,2,257,2,1,8,3,2023
2023-08-22,Services,Alberta,Revendeur,REP09,PME,21723.28,20.4,12.8,2,72,6,0,8,3,2023
2023-08-22,Services,Ontario,Direct,REP04,Grande entreprise,216471.02,26.8,3.7,3,285,7,0,8,3,2023
2023-08-22,Manufacturier,Ontario,Partenaire,REP04,PME,23459.66,22.6,1.9,5,116,3,0,8,3,2023
2023-08-22,Services,Colombie-Britannique,En ligne,REP22,PME,24093.79,43.6,17.8,7,360,6,0,8,3,2023
2023-08-22,Services,Alberta,En ligne,REP04,PME,16545.98,32.2,7.0,4,67,4,1,8,3,2023
2023-08-23,Manufacturier,Québec,En ligne,REP16,PME,55943.76,33.3,6.5,8,336,7,0,8,3,2023
2023-08-23,Manufacturier,Alberta,Revendeur,REP22,Gouvernement,253269.26,30.0,20.4,6,27,10,0,8,3,2023
2023-08-23,Services,Ontario,Direct,REP06,Startup,207703.48,43.4,14.9,6,125,2,0,8,3,2023
2023-08-23,Services,Ontario,Direct,REP01,Grande entreprise,140565.91,42.6,3.5,5,267,9,0,8,3,2023
2023-08-24,Manufacturier,Alberta,Direct,REP13,PME,24126.78,17.6,3.1,4,252,2,0,8,3,2023
2023-08-24,Services,Québec,Revendeur,REP12,PME,17348.96,27.0,19.0,11,12,9,0,8,3,2023
2023-08-24,Services,Québec,Direct,REP14,Startup,3565.96,32.1,22.4,4,262,2,1,8,3,2023
2023-08-24,Manufacturier,Ontario,Direct,REP21,Startup,181113.24,15.3,4.9,9,47,10,0,8,3,2023
2023-08-24,Services,Alberta,Revendeur,REP21,PME,18491.87,38.5,3.7,7,232,6,1,8,3,2023
2023-08-25,Manufacturier,Québec,Direct,REP10,Startup,61506.9,27.0,8.6,10,349,3,1,8,3,2023
2023-08-25,Manufacturier,Ontario,Revendeur,REP12,PME,77294.46,29.7,20.8,7,176,2,0,8,3,2023
2023-08-25,Services,Ontario,Direct,REP09,Grande entreprise,53345.57,49.3,11.5,3,194,8,0,8,3,2023
2023-08-25,Services,Ontario,Direct,REP06,PME,23134.28,48.9,20.6,11,220,3,0,8,3,2023
2023-08-26,Services,Québec,En ligne,REP23,PME,7440.28,53.4,9.2,1,220,5,0,8,3,2023
2023-08-26,Services,Québec,Revendeur,REP08,Grande entreprise,127519.17,51.4,18.9,7,312,7,0,8,3,2023
2023-08-26,Services,Colombie-Britannique,Direct,REP03,Grande entreprise,152055.74,17.7,6.7,6,265,3,0,8,3,2023
2023-08-26,Services,Ontario,Partenaire,REP02,Gouvernement,62811.68,32.6,21.1,11,89,3,0,8,3,2023
2023-08-27,Manufacturier,Québec,Partenaire,REP24,PME,27757.62,52.2,15.2,2,279,3,0,8,3,2023
2023-08-27,Manufacturier,Québec,Direct,REP12,Startup,10791.44,35.6,18.8,6,276,10,0,8,3,2023
2023-08-28,Services,Ontario,Direct,REP14,PME,112896.58,24.3,19.7,10,81,9,0,8,3,2023
2023-08-29,Services,Ontario,En ligne,REP10,PME,27169.16,32.9,2.3,1,104,9,1,8,3,2023
2023-08-29,Services,Colombie-Britannique,Partenaire,REP24,PME,22076.57,19.1,6.2,2,309,8,0,8,3,2023
2023-08-29,Services,Québec,Direct,REP02,Grande entreprise,40997.71,46.7,22.2,4,109,6,1,8,3,2023
2023-08-29,Services,Colombie-Britannique,Partenaire,REP18,Grande entreprise,37210.48,34.7,23.7,3,70,9,1,8,3,2023
2023-08-30,Manufacturier,Colombie-Britannique,Revendeur,REP14,PME,341997.92,50.4,8.0,4,190,7,1,8,3,2023
2023-08-30,Services,Québec,Direct,REP15,PME,14969.31,19.8,13.2,9,32,8,0,8,3,2023
2023-08-30,Services,Ontario,Revendeur,REP21,Grande entreprise,61399.54,37.6,3.7,11,145,4,1,8,3,2023
2023-08-31,Services,Québec,Revendeur,REP06,Grande entreprise,65517.44,30.2,15.9,6,325,6,0,8,3,2023
2023-08-31,Services,Alberta,En ligne,REP14,Grande entreprise,43619.88,51.4,23.6,6,360,4,0,8,3,2023
2023-08-31,Services,Ontario,Direct,REP05,PME,20880.62,46.0,23.1,7,288,6,1,8,3,2023
2023-09-01,Services,Québec,Revendeur,REP06,PME,16314.01,15.7,12.3,5,131,1,1,9,3,2023
2023-09-02,Services,Maritimes,Direct,REP04,Startup,4532.71,26.1,15.3,1,317,9,1,9,3,2023
2023-09-02,Manufacturier,Ontario,En ligne,REP25,PME,56663.12,47.2,16.4,1,362,7,0,9,3,2023
2023-09-02,Services,Québec,Revendeur,REP17,PME,73393.02,49.3,22.4,9,105,4,1,9,3,2023
2023-09-03,Services,Ontario,Direct,REP02,PME,27487.82,49.2,18.3,2,266,6,1,9,3,2023
2023-09-03,Manufacturier,Colombie-Britannique,Direct,REP05,Gouvernement,406937.09,45.4,7.8,4,298,6,0,9,3,2023
2023-09-03,Services,Québec,Direct,REP25,PME,65104.58,17.0,19.2,3,355,10,0,9,3,2023
2023-09-04,Services,Québec,Revendeur,REP24,PME,12787.83,44.0,24.2,5,189,7,1,9,3,2023
2023-09-05,Manufacturier,Québec,En ligne,REP22,Startup,51438.71,35.9,5.3,2,308,4,0,9,3,2023
2023-09-05,Manufacturier,Ontario,Direct,REP24,Grande entreprise,763476.86,30.0,8.3,7,121,7,1,9,3,2023
2023-09-05,Manufacturier,Colombie-Britannique,Direct,REP25,PME,130674.06,33.4,23.7,11,100,9,1,9,3,2023
2023-09-05,Manufacturier,Colombie-Britannique,Revendeur,REP18,PME,78040.41,17.2,13.4,7,325,1,0,9,3,2023
2023-09-06,Services,Ontario,Revendeur,REP16,PME,48483.45,22.2,17.1,5,154,1,1,9,3,2023
2023-09-06,Services,Ontario,Direct,REP01,PME,59512.89,16.1,24.7,2,259,5,0,9,3,2023
2023-09-06,Manufacturier,Ontario,En ligne,REP12,Gouvernement,177350.75,36.5,3.8,8,29,6,0,9,3,2023
2023-09-06,Services,Alberta,Direct,REP08,Grande entreprise,342305.11,25.6,7.1,8,301,5,1,9,3,2023
2023-09-07,Manufacturier,Ontario,Partenaire,REP01,Startup,47408.43,22.5,8.8,1,343,7,0,9,3,2023
2023-09-07,Services,Alberta,Direct,REP04,PME,109005.48,35.6,4.0,1,224,8,0,9,3,2023
2023-09-08,Manufacturier,Québec,En ligne,REP13,PME,100156.52,33.4,2.9,2,98,5,1,9,3,2023
2023-09-08,Services,Québec,Revendeur,REP21,Grande entreprise,46813.17,45.5,8.1,11,39,5,1,9,3,2023
2023-09-08,Services,Québec,Direct,REP20,PME,32273.33,34.2,21.8,5,26,10,1,9,3,2023
2023-09-09,Services,Ontario,Revendeur,REP16,Startup,2653.44,48.7,7.7,10,23,5,1,9,3,2023
2023-09-10,Services,Québec,Revendeur,REP25,PME,9640.66,48.8,8.0,2,43,4,1,9,3,2023
2023-09-11,Services,Québec,Revendeur,REP02,PME,15891.35,45.9,12.5,4,285,9,0,9,3,2023
2023-09-12,Services,Québec,Direct,REP14,PME,75588.37,20.0,6.2,7,162,10,0,9,3,2023
2023-09-12,Services,Québec,En ligne,REP17,Grande entreprise,38761.1,17.7,14.6,1,176,4,0,9,3,2023
2023-09-12,Services,Alberta,En ligne,REP20,PME,58810.39,19.5,12.0,1,126,8,0,9,3,2023
2023-09-12,Manufacturier,Ontario,Partenaire,REP23,Grande entreprise,684316.5,32.7,13.6,5,245,10,0,9,3,2023
2023-09-13,Manufacturier,Québec,Direct,REP23,Gouvernement,354709.3,53.1,14.6,10,356,5,0,9,3,2023
2023-09-13,Manufacturier,Colombie-Britannique,Revendeur,REP15,PME,159176.69,26.1,9.2,10,286,10,0,9,3,2023
2023-09-13,Services,Alberta,Direct,REP09,Gouvernement,36442.6,52.4,22.2,1,237,3,0,9,3,2023
2023-09-14,Services,Colombie-Britannique,Revendeur,REP19,Grande entreprise,124855.19,40.7,9.6,2,121,1,0,9,3,2023
2023-09-14,Services,Ontario,Partenaire,REP20,PME,27089.89,17.7,17.3,8,342,7,1,9,3,2023
2023-09-15,Services,Québec,Direct,REP17,PME,84379.4,54.7,9.6,11,74,3,1,9,3,2023
2023-09-15,Services,Québec,En ligne,REP19,PME,14181.59,41.2,21.0,7,50,6,0,9,3,2023
2023-09-16,Services,Québec,Direct,REP19,Grande entreprise,49860.77,26.3,3.6,6,42,8,0,9,3,2023
2023-09-16,Services,Québec,Partenaire,REP14,PME,22062.56,19.8,5.0,10,140,1,0,9,3,2023
2023-09-16,Services,Ontario,Direct,REP20,PME,49220.55,32.5,21.6,4,254,4,0,9,3,2023
2023-09-16,Services,Québec,Revendeur,REP08,Startup,30430.81,15.5,24.7,6,256,8,0,9,3,2023
2023-09-16,Services,Québec,Direct,REP21,Grande entreprise,40871.04,35.0,10.2,7,272,8,1,9,3,2023
2023-09-17,Manufacturier,Ontario,Partenaire,REP11,PME,240254.32,27.0,2.0,10,78,1,1,9,3,2023
2023-09-17,Services,Ontario,Revendeur,REP17,Grande entreprise,86068.86,36.3,21.5,2,183,7,0,9,3,2023
2023-09-17,Services,Alberta,Direct,REP13,PME,21337.26,23.2,4.5,6,228,2,0,9,3,2023
2023-09-17,Manufacturier,Québec,Revendeur,REP07,PME,322152.05,15.0,18.0,1,24,3,0,9,3,2023
2023-09-18,Manufacturier,Québec,En ligne,REP24,PME,145671.65,40.8,0.6,6,82,6,1,9,3,2023
2023-09-18,Services,Alberta,Direct,REP14,PME,10033.09,51.0,23.9,10,228,4,0,9,3,2023
2023-09-19,Manufacturier,Alberta,Direct,REP14,Startup,167156.13,28.6,21.1,5,158,6,0,9,3,2023
2023-09-19,Services,Québec,Partenaire,REP08,Gouvernement,79598.81,37.6,21.6,8,351,7,1,9,3,2023
2023-09-19,Manufacturier,Québec,Direct,REP22,Startup,35153.31,43.1,0.3,1,208,10,0,9,3,2023
2023-09-20,Services,Ontario,En ligne,REP02,PME,22621.79,26.5,22.6,1,74,4,1,9,3,2023
2023-09-20,Services,Ontario,Direct,REP21,PME,47526.19,26.3,19.4,10,181,4,1,9,3,2023
2023-09-21,Manufacturier,Québec,En ligne,REP09,PME,25090.35,29.3,3.2,10,322,2,0,9,3,2023
2023-09-22,Manufacturier,Québec,Revendeur,REP15,PME,101493.9,50.7,17.0,9,245,4,0,9,3,2023
2023-09-22,Manufacturier,Alberta,Partenaire,REP16,PME,36829.41,15.2,3.2,1,237,2,0,9,3,2023
2023-09-22,Services,Alberta,Partenaire,REP07,PME,40586.91,47.4,19.0,9,45,1,0,9,3,2023
2023-09-23,Services,Colombie-Britannique,En ligne,REP14,Grande entreprise,44834.43,24.8,7.9,9,97,3,0,9,3,2023
2023-09-24,Services,Alberta,Direct,REP19,PME,56973.7,38.5,5.9,5,113,8,0,9,3,2023
2023-09-24,Manufacturier,Ontario,Direct,REP11,PME,45085.19,53.8,16.3,7,279,2,0,9,3,2023
2023-09-25,Services,Alberta,En ligne,REP25,Grande entreprise,66861.63,16.8,20.2,11,260,7,0,9,3,2023
2023-09-25,Services,Ontario,Direct,REP17,Startup,14738.03,34.3,17.9,11,363,8,0,9,3,2023
2023-09-25,Services,Québec,Revendeur,REP16,Startup,10646.03,28.1,22.9,4,350,9,1,9,3,2023
2023-09-25,Manufacturier,Maritimes,Direct,REP22,Grande entreprise,104776.19,23.7,22.2,6,253,9,0,9,3,2023
2023-09-26,Services,Québec,Direct,REP01,PME,32305.95,36.4,6.3,8,39,6,0,9,3,2023
2023-09-26,Services,Québec,Revendeur,REP19,Grande entreprise,34886.58,47.1,20.0,4,148,8,0,9,3,2023
2023-09-26,Manufacturier,Ontario,Partenaire,REP10,Grande entreprise,105156.3,22.3,0.3,10,282,2,1,9,3,2023
2023-09-27,Manufacturier,Ontario,Revendeur,REP02,Grande entreprise,364115.02,32.2,16.7,1,39,1,0,9,3,2023
2023-09-27,Services,Ontario,Direct,REP24,PME,32610.18,17.7,1.0,4,47,7,0,9,3,2023
2023-09-28,Manufacturier,Ontario,En ligne,REP14,Startup,37051.83,48.5,10.5,11,43,6,0,9,3,2023
2023-09-28,Services,Québec,Revendeur,REP18,PME,2571.21,38.6,7.9,9,82,9,0,9,3,2023
2023-09-28,Manufacturier,Québec,En ligne,REP23,Grande entreprise,540256.56,33.8,12.3,5,79,7,0,9,3,2023
2023-09-28,Services,Ontario,Direct,REP10,PME,55058.96,43.3,11.9,11,40,5,1,9,3,2023
2023-09-28,Manufacturier,Ontario,Partenaire,REP17,Startup,10782.18,21.2,15.0,1,310,3,0,9,3,2023
2023-09-28,Services,Québec,En ligne,REP21,Startup,18044.13,41.4,24.5,8,308,6,0,9,3,2023
2023-09-29,Manufacturier,Québec,En ligne,REP11,PME,13112.68,32.4,11.0,3,348,6,0,9,3,2023
2023-09-29,Manufacturier,Maritimes,Direct,REP17,Gouvernement,348166.68,18.2,9.6,7,258,2,1,9,3,2023
2023-09-29,Services,Ontario,En ligne,REP15,Grande entreprise,54665.11,50.3,17.0,2,289,8,1,9,3,2023
2023-09-29,Services,Ontario,En ligne,REP16,PME,29473.42,50.6,18.5,9,70,2,0,9,3,2023
2023-09-30,Manufacturier,Alberta,Direct,REP10,Grande entreprise,696762.33,18.1,19.5,11,9,5,0,9,3,2023
2023-09-30,Services,Québec,Direct,REP17,PME,11183.55,54.0,3.7,3,50,3,0,9,3,2023
2023-10-01,Services,Québec,En ligne,REP23,Grande entreprise,16181.42,24.1,14.1,4,114,7,1,10,4,2023
2023-10-01,Services,Québec,Partenaire,REP09,PME,35094.63,24.0,6.3,8,221,4,0,10,4,2023
2023-10-01,Services,Québec,Direct,REP08,PME,26197.3,15.8,15.3,9,194,8,0,10,4,2023
2023-10-01,Services,Alberta,Direct,REP09,PME,20392.66,37.1,21.9,5,36,7,0,10,4,2023
2023-10-02,Services,Ontario,Partenaire,REP03,PME,27358.5,21.2,9.7,9,328,8,0,10,4,2023
2023-10-02,Manufacturier,Québec,Direct,REP06,Gouvernement,163919.12,47.0,8.6,7,150,9,1,10,4,2023
2023-10-02,Services,Ontario,Direct,REP01,PME,98772.85,26.8,5.6,10,323,6,0,10,4,2023
2023-10-02,Services,Québec,En ligne,REP13,PME,83484.37,44.7,14.9,6,260,6,0,10,4,2023
2023-10-03,Services,Colombie-Britannique,Direct,REP01,PME,39576.72,32.6,7.1,10,237,5,0,10,4,2023
2023-10-04,Services,Alberta,Revendeur,REP06,PME,40904.51,48.6,0.4,10,302,4,1,10,4,2023
2023-10-05,Services,Alberta,En ligne,REP14,Grande entreprise,10654.27,25.6,6.9,3,33,1,0,10,4,2023
2023-10-05,Services,Québec,Revendeur,REP24,Startup,10333.88,22.8,2.9,3,151,4,1,10,4,2023
2023-10-05,Manufacturier,Alberta,Revendeur,REP21,Startup,29637.31,49.0,7.7,11,64,4,0,10,4,2023
2023-10-05,Services,Québec,Revendeur,REP13,Grande entreprise,92571.61,17.7,17.5,6,257,6,0,10,4,2023
2023-10-05,Services,Ontario,Partenaire,REP09,PME,63646.07,15.4,21.4,1,260,2,1,10,4,2023
2023-10-05,Manufacturier,Québec,En ligne,REP02,Grande entreprise,177443.64,19.7,14.1,5,188,8,1,10,4,2023
2023-10-06,Services,Maritimes,Direct,REP17,Grande entreprise,101546.38,18.0,11.6,10,63,7,1,10,4,2023
2023-10-06,Manufacturier,Ontario,Partenaire,REP25,Startup,47537.4,47.1,20.9,8,353,1,1,10,4,2023
2023-10-07,Manufacturier,Québec,Direct,REP24,PME,65893.85,32.5,10.2,4,19,6,1,10,4,2023
2023-10-07,Manufacturier,Alberta,Partenaire,REP05,Grande entreprise,136175.47,30.7,5.7,1,210,5,0,10,4,2023
2023-10-08,Services,Québec,Direct,REP17,Gouvernement,15251.12,32.9,13.3,11,58,7,1,10,4,2023
2023-10-08,Services,Alberta,Direct,REP20,PME,9820.63,46.9,10.8,7,224,9,0,10,4,2023
2023-10-08,Services,Maritimes,Partenaire,REP14,PME,8762.62,26.7,17.4,10,268,3,0,10,4,2023
2023-10-09,Manufacturier,Ontario,Direct,REP17,PME,36450.7,49.3,4.6,10,306,9,0,10,4,2023
2023-10-09,Services,Ontario,Direct,REP10,PME,4836.98,48.4,19.6,1,85,9,0,10,4,2023
2023-10-09,Manufacturier,Ontario,Partenaire,REP08,Startup,266698.7,29.2,10.5,9,130,6,0,10,4,2023
2023-10-09,Services,Québec,Revendeur,REP01,PME,16000.71,40.2,10.5,3,163,5,1,10,4,2023
2023-10-09,Services,Colombie-Britannique,Direct,REP04,Gouvernement,65704.62,53.0,11.2,10,62,1,1,10,4,2023
2023-10-09,Services,Alberta,Direct,REP20,Startup,6975.18,33.4,2.7,2,226,3,0,10,4,2023
2023-10-09,Manufacturier,Maritimes,Direct,REP21,Grande entreprise,691673.69,22.3,3.0,9,81,6,1,10,4,2023
2023-10-09,Manufacturier,Colombie-Britannique,En ligne,REP05,Gouvernement,42336.93,47.9,9.8,1,47,5,1,10,4,2023
2023-10-10,Services,Québec,En ligne,REP19,Startup,12976.34,32.3,3.8,2,256,6,1,10,4,2023
2023-10-10,Manufacturier,Colombie-Britannique,Direct,REP22,PME,102775.98,41.4,16.7,1,46,2,1,10,4,2023
2023-10-11,Services,Alberta,Revendeur,REP18,Startup,4781.14,23.9,20.2,6,209,10,0,10,4,2023
2023-10-11,Manufacturier,Ontario,Direct,REP01,PME,93467.23,51.8,20.7,11,123,5,0,10,4,2023
2023-10-11,Manufacturier,Ontario,Direct,REP17,Startup,111382.0,47.8,18.2,1,271,1,0,10,4,2023
2023-10-12,Services,Alberta,Direct,REP20,PME,7216.73,35.1,8.7,1,61,5,0,10,4,2023
2023-10-12,Services,Alberta,Revendeur,REP17,PME,11183.74,36.4,3.1,2,184,9,1,10,4,2023
2023-10-12,Manufacturier,Québec,Direct,REP13,PME,379959.38,51.6,20.9,10,126,8,0,10,4,2023
2023-10-13,Manufacturier,Ontario,Partenaire,REP06,Gouvernement,575557.25,25.4,4.1,11,58,4,1,10,4,2023
2023-10-13,Services,Alberta,Revendeur,REP11,Gouvernement,47760.5,29.2,23.0,7,119,1,0,10,4,2023
2023-10-13,Manufacturier,Colombie-Britannique,Direct,REP25,PME,97721.33,31.0,23.1,5,296,8,0,10,4,2023
2023-10-13,Services,Colombie-Britannique,Partenaire,REP25,PME,35550.0,29.5,22.8,1,130,2,0,10,4,2023
2023-10-14,Manufacturier,Alberta,Direct,REP25,PME,94754.14,20.8,5.0,4,13,5,1,10,4,2023
2023-10-14,Services,Colombie-Britannique,Direct,REP17,Gouvernement,137402.66,41.5,11.6,6,193,9,0,10,4,2023
2023-10-14,Services,Colombie-Britannique,Revendeur,REP23,PME,11153.77,37.9,24.3,8,142,10,1,10,4,2023
2023-10-14,Services,Ontario,Partenaire,REP20,PME,34416.68,53.3,7.6,6,279,4,0,10,4,2023
2023-10-14,Manufacturier,Québec,Direct,REP02,PME,111729.87,31.7,10.7,1,230,5,0,10,4,2023
2023-10-14,Services,Alberta,Partenaire,REP04,PME,27194.29,43.1,24.0,6,119,3,1,10,4,2023
2023-10-14,Manufacturier,Québec,Revendeur,REP14,PME,93185.32,23.1,19.0,7,29,5,0,10,4,2023
2023-10-14,Services,Alberta,Direct,REP23,PME,115260.67,50.4,13.1,11,61,5,0,10,4,2023
2023-10-15,Services,Québec,Revendeur,REP19,Startup,10877.37,48.6,10.7,7,306,6,0,10,4,2023
2023-10-15,Services,Alberta,Partenaire,REP20,Grande entreprise,72714.03,18.6,7.2,3,223,2,0,10,4,2023
2023-10-15,Manufacturier,Colombie-Britannique,En ligne,REP10,Grande entreprise,241405.36,30.0,22.1,11,310,1,1,10,4,2023
2023-10-16,Manufacturier,Québec,Direct,REP17,PME,188703.73,45.5,18.0,1,232,4,0,10,4,2023
2023-10-16,Manufacturier,Québec,Direct,REP17,PME,385166.23,39.5,2.8,4,210,5,0,10,4,2023
2023-10-17,Manufacturier,Québec,En ligne,REP12,PME,7222.83,20.9,11.9,5,355,1,1,10,4,2023
2023-10-17,Services,Colombie-Britannique,Revendeur,REP14,PME,30922.94,51.3,8.5,5,119,6,0,10,4,2023
2023-10-18,Manufacturier,Québec,Direct,REP06,Grande entreprise,151804.71,30.2,9.3,6,104,3,1,10,4,2023
2023-10-18,Services,Québec,Direct,REP21,PME,43298.58,17.4,12.6,9,326,9,0,10,4,2023
2023-10-19,Manufacturier,Alberta,Direct,REP07,Startup,225121.08,51.8,3.0,6,297,10,0,10,4,2023
2023-10-19,Services,Alberta,Direct,REP07,Startup,3548.62,39.1,22.5,7,124,10,0,10,4,2023
2023-10-19,Services,Colombie-Britannique,Direct,REP23,Grande entreprise,67557.04,18.2,6.7,5,185,8,0,10,4,2023
2023-10-20,Services,Ontario,Direct,REP16,PME,26792.28,39.9,16.9,1,235,3,0,10,4,2023
2023-10-20,Manufacturier,Ontario,Direct,REP18,PME,123132.99,15.2,12.7,4,363,3,0,10,4,2023
2023-10-20,Manufacturier,Alberta,Partenaire,REP24,Startup,14680.95,48.5,8.1,3,193,4,0,10,4,2023
2023-10-21,Services,Alberta,Revendeur,REP12,Gouvernement,45040.72,41.0,14.6,9,233,7,0,10,4,2023
2023-10-21,Services,Québec,Direct,REP22,Grande entreprise,609797.59,42.2,9.7,10,306,6,1,10,4,2023
2023-10-21,Services,Ontario,Direct,REP20,PME,8700.33,37.7,21.8,11,133,10,0,10,4,2023
2023-10-22,Services,Québec,Direct,REP17,Grande entreprise,133471.11,41.3,17.1,11,184,6,0,10,4,2023
2023-10-22,Services,Ontario,En ligne,REP16,Grande entreprise,113807.23,25.9,21.5,10,354,8,0,10,4,2023
2023-10-23,Manufacturier,Ontario,Direct,REP14,PME,117310.97,31.6,11.2,9,84,7,0,10,4,2023
2023-10-23,Services,Ontario,Direct,REP04,Startup,10844.02,51.5,6.3,8,218,2,1,10,4,2023
2023-10-23,Services,Ontario,En ligne,REP10,Gouvernement,212932.72,28.2,2.1,2,289,7,0,10,4,2023
2023-10-23,Manufacturier,Alberta,En ligne,REP25,Gouvernement,435249.23,42.8,24.1,6,187,5,0,10,4,2023
2023-10-24,Services,Maritimes,Revendeur,REP13,PME,16613.92,24.2,12.1,10,57,4,0,10,4,2023
