date,ligne_production,produit,quart,operateur,unites_produites,unites_defectueuses,taux_defaut_pct,temps_arret_minutes,heures_travaillees,cout_materiaux,cout_main_oeuvre,cout_energie,cout_rebuts,cout_total_production,cout_par_unite_bonne,maintenance_effectuee,age_machine_annees,energie_kwh
2024-06-19,Ligne B,Produit Z1,Nuit,OP018,1409,29,2.07,17.8,11.59,24549.03,396.38,305.57,303.16,25554.15,18.5,0,11.7,2546.4
2024-06-20,Ligne C,Produit Y2,Jour,OP019,934,55,5.96,23.3,9.65,19424.85,308.2,64.41,686.32,20483.78,23.28,0,5.8,536.8
2024-06-21,Ligne A,Produit Y2,Soir,OP009,543,38,7.08,135.9,4.38,12943.86,167.81,97.24,543.5,13752.41,27.18,0,9.2,810.3
2024-06-22,Ligne C,Produit X1,Soir,OP002,1209,113,9.43,58.6,12.05,26164.1,483.81,231.67,1467.27,28346.85,25.84,0,2.4,1930.6
2024-06-23,Ligne B,Produit Y1,Jour,OP002,1496,51,3.45,48.9,14.47,35935.86,420.12,276.12,735.05,37367.15,25.84,1,8.3,2301.0
2024-06-24,Ligne D,Produit Y1,Soir,OP018,463,10,2.21,41.8,4.38,5289.4,160.75,43.74,68.55,5562.43,12.25,1,13.0,364.5
2024-06-24,Ligne A,Produit X1,Soir,OP010,1245,22,1.85,25.0,9.4,11607.13,413.97,211.1,123.06,12355.27,10.09,0,3.2,1759.2
2024-06-25,Ligne B,Produit X1,Jour,OP005,1198,31,2.6,59.5,8.05,19442.08,321.33,81.01,301.86,20146.27,17.25,0,6.3,675.1
2024-06-26,Ligne D,Produit Y1,Jour,OP015,803,10,1.25,70.8,7.2,10731.89,241.49,152.1,80.19,11205.67,14.11,0,3.0,1267.5
2024-06-26,Ligne D,Produit X1,Jour,OP007,695,8,1.18,9.5,5.77,11035.99,177.52,60.45,76.22,11350.18,16.5,0,10.4,503.8
2024-06-27,Ligne B,Produit X1,Soir,OP009,1067,41,3.93,43.3,9.04,14444.54,266.51,252.9,333.02,15296.98,14.89,0,14.1,2107.5
2024-06-27,Ligne A,Produit Z1,Jour,OP012,750,17,2.36,5.1,8.85,13655.81,292.48,53.98,185.72,14187.98,19.33,1,8.4,449.8
2024-06-27,Ligne A,Produit Y1,Soir,OP012,1121,51,4.57,137.0,8.23,11803.12,363.35,117.92,322.19,12606.57,11.77,0,14.3,982.6
2024-06-28,Ligne C,Produit X1,Jour,OP007,1432,83,5.83,1.0,11.57,27858.08,396.78,119.06,968.81,29342.72,21.74,1,8.6,992.1
2024-06-28,Ligne B,Produit X1,Soir,OP006,1267,37,2.99,43.0,9.85,24587.35,427.14,122.0,430.81,25567.31,20.77,0,10.0,1016.7
2024-06-28,Ligne B,Produit X2,Jour,OP006,1288,41,3.23,4.1,8.64,15709.0,335.85,187.69,300.03,16532.57,13.25,0,4.7,1564.1
2024-06-28,Ligne A,Produit Z1,Soir,OP009,402,23,5.74,7.6,4.22,8570.22,148.7,29.96,294.2,9043.08,23.8,1,14.3,249.6
2024-06-29,Ligne A,Produit Y1,Jour,OP017,1499,67,4.51,21.6,11.43,19558.22,500.13,196.46,524.51,20779.33,14.5,0,4.9,1637.2
2024-06-29,Ligne B,Produit X2,Jour,OP012,1386,36,2.62,8.9,13.34,13441.52,437.25,185.53,209.48,14273.78,10.57,0,13.4,1546.1
2024-06-30,Ligne A,Produit Y1,Soir,OP013,713,26,3.73,8.1,7.58,17229.52,236.53,125.04,376.97,17968.06,26.12,0,3.6,1042.0
2024-06-30,Ligne A,Produit Y2,Nuit,OP020,472,21,4.57,192.7,4.35,5306.77,153.42,76.3,141.66,5678.16,12.56,0,11.5,635.9
2024-07-01,Ligne A,Produit X2,Nuit,OP005,394,17,4.45,59.3,3.43,6574.74,110.42,36.65,170.21,6892.01,18.23,0,9.6,305.4
2024-07-01,Ligne A,Produit Y2,Jour,OP012,211,10,4.96,8.1,1.94,3890.83,78.5,45.55,110.64,4125.52,20.42,0,14.0,379.6
2024-07-02,Ligne C,Produit X2,Jour,OP015,1147,79,6.93,16.7,12.23,16025.58,376.97,253.63,662.26,17318.44,16.2,1,5.6,2113.6
2024-07-02,Ligne D,Produit X2,Jour,OP020,916,7,0.85,18.9,6.12,7792.04,206.49,179.44,35.73,8213.7,9.03,1,14.6,1495.3
2024-07-03,Ligne D,Produit X2,Jour,OP002,1124,25,2.3,14.2,13.48,28050.6,539.82,111.9,374.34,29076.67,26.43,0,9.0,932.5
2024-07-03,Ligne B,Produit X1,Nuit,OP005,279,9,3.47,76.7,3.05,5606.43,103.54,29.16,108.51,5847.63,21.58,0,4.6,243.0
2024-07-03,Ligne B,Produit X1,Jour,OP015,626,27,4.44,87.8,4.75,9125.48,159.26,69.31,236.15,9590.19,15.98,0,4.3,577.5
2024-07-04,Ligne A,Produit Z1,Jour,OP019,616,14,2.43,65.4,5.42,11751.33,183.1,76.63,160.25,12171.32,20.18,0,13.0,638.6
2024-07-04,Ligne C,Produit Y1,Soir,OP001,671,44,6.7,50.6,6.85,13163.1,260.76,45.47,517.89,13987.22,22.27,0,12.8,378.9
2024-07-04,Ligne B,Produit Y2,Jour,OP019,303,6,1.98,52.0,2.48,6299.41,98.55,65.04,74.84,6537.85,21.94,1,2.1,542.0
2024-07-05,Ligne D,Produit X1,Jour,OP020,730,18,2.52,14.7,6.97,6237.92,248.04,174.57,92.29,6752.82,9.47,1,11.2,1454.7
2024-07-05,Ligne D,Produit X1,Jour,OP004,781,16,2.13,36.1,5.61,18660.82,252.22,144.44,229.38,19286.86,25.18,0,4.9,1203.7
2024-07-06,Ligne B,Produit Y1,Soir,OP007,784,18,2.41,16.4,9.2,14735.14,326.8,125.6,202.98,15390.53,20.07,0,13.2,1046.6
2024-07-07,Ligne D,Produit Z1,Jour,OP013,305,7,2.32,88.4,2.46,5036.98,78.31,62.06,69.36,5246.71,17.55,0,3.0,517.1
2024-07-08,Ligne C,Produit Y2,Soir,OP017,1459,69,4.74,22.0,12.17,34192.2,418.88,303.23,970.22,35884.53,25.8,0,2.9,2526.9
2024-07-09,Ligne A,Produit X2,Soir,OP009,900,39,4.34,1.3,9.66,21517.75,428.9,118.09,559.46,22624.2,26.25,0,1.2,984.1
2024-07-11,Ligne C,Produit X2,Nuit,OP018,688,36,5.24,81.7,5.99,7220.75,182.3,160.83,226.7,7790.57,11.93,0,14.8,1340.2
2024-07-11,Ligne D,Produit Y1,Soir,OP005,469,17,3.74,63.6,5.5,10894.56,231.24,63.17,236.94,11425.91,25.22,1,9.1,526.4
2024-07-12,Ligne A,Produit Y2,Nuit,OP002,516,20,3.96,7.6,4.06,10527.26,161.58,117.05,244.82,11050.71,22.23,0,14.0,975.4
2024-07-13,Ligne A,Produit Y1,Jour,OP015,800,26,3.28,3.3,6.55,19717.46,195.51,167.41,384.49,20464.87,26.41,0,4.7,1395.1
2024-07-13,Ligne D,Produit Y2,Nuit,OP011,555,7,1.28,33.2,4.98,10107.3,173.53,87.54,76.49,10444.85,19.03,0,13.1,729.5
2024-07-13,Ligne A,Produit Y2,Nuit,OP001,816,41,5.14,47.7,9.27,12322.36,403.5,84.94,371.48,13182.28,16.99,0,14.9,707.8
2024-07-13,Ligne D,Produit X2,Jour,OP014,323,5,1.83,5.6,2.29,4809.34,83.91,30.53,44.67,4968.45,15.58,1,9.0,254.4
2024-07-13,Ligne C,Produit Y1,Jour,OP012,987,80,8.13,49.3,7.91,11817.1,335.46,142.12,574.69,12869.37,14.17,1,10.6,1184.4
2024-07-13,Ligne A,Produit Z1,Soir,OP014,1275,39,3.13,44.2,14.68,30892.03,520.9,301.37,566.96,32281.26,26.1,0,12.8,2511.4
2024-07-14,Ligne B,Produit Y2,Jour,OP004,615,14,2.42,31.2,4.11,14448.97,145.93,111.99,197.35,14904.24,24.76,0,1.1,933.2
2024-07-14,Ligne C,Produit Y2,Nuit,OP007,1276,57,4.51,175.2,11.91,25387.39,445.98,98.12,680.45,26611.94,21.81,1,1.9,817.7
2024-07-15,Ligne D,Produit X1,Soir,OP017,915,15,1.68,39.0,6.25,20612.47,262.33,83.66,202.75,21161.21,23.49,1,7.3,697.2
2024-07-15,Ligne C,Produit Z1,Soir,OP004,1053,69,6.58,5.8,10.03,9471.23,429.15,184.27,372.37,10457.02,10.62,0,14.2,1535.6
2024-07-15,Ligne D,Produit Y1,Jour,OP016,1060,26,2.48,9.6,9.09,21698.72,341.7,100.0,319.34,22459.77,21.7,0,2.7,833.3
2024-07-15,Ligne A,Produit Y2,Jour,OP007,529,17,3.33,21.3,3.59,12729.39,139.27,84.56,245.44,13198.66,25.73,0,1.8,704.6
2024-07-15,Ligne C,Produit Y1,Jour,OP006,1118,50,4.49,477.3,7.86,16713.92,281.28,263.94,448.5,17707.64,16.56,1,7.1,2199.5
2024-07-16,Ligne A,Produit X1,Jour,OP001,218,5,2.5,104.6,2.63,4554.72,106.6,36.44,62.68,4760.45,22.25,0,10.9,303.7
2024-07-16,Ligne B,Produit X1,Soir,OP013,797,34,4.34,129.9,6.31,10422.35,180.84,52.32,266.77,10922.29,14.3,0,12.9,436.0
2024-07-17,Ligne A,Produit Y1,Soir,OP020,490,20,4.17,17.0,3.96,9141.05,129.04,90.14,223.86,9584.09,20.35,1,13.9,751.2
2024-07-17,Ligne C,Produit Y1,Jour,OP020,1245,102,8.21,278.0,11.87,14974.69,445.3,217.26,736.11,16373.36,14.31,1,14.1,1810.5
2024-07-17,Ligne B,Produit Y2,Soir,OP007,744,19,2.65,83.1,7.39,17995.9,285.04,70.13,275.74,18626.81,25.66,0,2.2,584.4
2024-07-18,Ligne A,Produit Y1,Soir,OP006,1064,25,2.39,92.8,11.7,24922.62,409.81,180.89,351.35,25864.67,24.87,0,1.2,1507.4
2024-07-20,Ligne C,Produit Z1,Soir,OP009,1004,64,6.38,253.6,7.99,20734.38,329.73,74.84,793.03,21931.97,23.31,1,13.0,623.7
2024-07-21,Ligne C,Produit Y1,Soir,OP007,1278,77,6.07,49.4,12.13,30479.27,468.23,173.63,1101.83,32222.97,26.81,0,14.9,1446.9
2024-07-21,Ligne D,Produit Y1,Jour,OP002,296,3,1.3,0.5,2.14,3193.19,83.58,19.19,19.42,3315.37,11.28,0,3.9,159.9
2024-07-22,Ligne B,Produit X2,Soir,OP015,479,14,3.01,10.0,3.77,11603.39,155.04,83.05,203.48,12044.96,25.85,0,3.5,692.1
2024-07-22,Ligne D,Produit X2,Jour,OP004,829,25,3.08,0.0,6.03,13129.56,183.69,54.52,237.57,13605.34,16.9,0,11.8,454.3
2024-07-22,Ligne D,Produit X1,Jour,OP012,489,8,1.77,33.9,3.44,11003.92,110.01,55.79,108.01,11277.73,23.4,0,10.1,464.9
2024-07-22,Ligne C,Produit X1,Soir,OP011,1086,79,7.28,58.1,7.87,20118.41,319.13,256.44,878.1,21572.07,21.4,0,3.8,2137.0
2024-07-22,Ligne D,Produit Y2,Jour,OP018,514,10,1.95,29.2,4.1,5427.43,146.5,31.55,63.36,5668.83,11.23,0,13.5,262.9
2024-07-23,Ligne C,Produit X2,Soir,OP018,1309,68,5.23,11.8,16.09,13520.59,615.25,145.06,421.42,14702.32,11.84,1,2.0,1208.8
2024-07-23,Ligne C,Produit Y1,Jour,OP006,304,7,2.57,3.9,2.41,6626.78,82.78,58.57,91.55,6859.69,23.02,1,3.8,488.1
2024-07-23,Ligne D,Produit Y1,Soir,OP012,831,17,2.16,7.7,7.27,16915.77,240.92,65.39,207.63,17429.7,21.39,0,3.0,544.9
2024-07-24,Ligne C,Produit X1,Jour,OP006,715,35,4.97,6.9,5.93,9478.92,214.09,63.77,278.4,10035.17,14.74,0,1.3,531.4
2024-07-24,Ligne A,Produit X2,Soir,OP002,289,9,3.3,5.7,2.2,5114.13,95.5,59.5,95.56,5364.68,19.09,0,9.8,495.8
2024-07-27,Ligne D,Produit Z1,Soir,OP020,1303,36,2.8,59.5,15.17,16015.97,568.93,304.98,265.5,17155.37,13.53,1,11.6,2541.5
2024-07-27,Ligne B,Produit Z1,Soir,OP014,696,25,3.69,19.6,7.91,12145.07,259.04,99.88,261.75,12765.74,19.0,1,7.8,832.4
2024-07-28,Ligne A,Produit Y1,Nuit,OP020,1092,32,3.0,70.0,8.94,21784.62,276.77,152.1,383.03,22596.52,21.3,0,11.5,1267.5
2024-07-28,Ligne D,Produit X2,Jour,OP019,901,19,2.18,17.3,8.08,11602.5,269.37,70.35,146.8,12089.02,13.69,1,1.5,586.2
2024-07-29,Ligne D,Produit X1,Jour,OP003,1303,30,2.3,1.2,11.79,19260.87,506.69,174.49,266.07,20208.13,15.86,0,5.3,1454.1
2024-07-30,Ligne B,Produit Y2,Jour,OP012,929,11,1.26,12.9,7.5,16960.63,263.32,95.63,120.5,17440.07,18.98,1,3.8,796.9
2024-07-31,Ligne D,Produit Y1,Jour,OP019,1019,17,1.73,4.3,8.78,15369.94,286.44,238.04,153.85,16048.26,16.0,0,2.6,1983.6
2024-07-31,Ligne A,Produit Y2,Jour,OP019,262,7,2.94,18.9,2.77,3603.52,120.67,16.94,57.77,3798.9,14.84,0,1.3,141.2
2024-08-02,Ligne C,Produit Z1,Soir,OP008,1414,104,7.4,32.9,13.89,23251.82,578.23,259.7,1026.11,25115.85,19.16,0,9.7,2164.2
2024-08-03,Ligne C,Produit Z1,Nuit,OP005,585,30,5.24,51.4,6.21,14224.41,251.81,36.79,437.67,14950.69,26.89,0,3.7,306.6
2024-08-03,Ligne D,Produit Y1,Jour,OP004,428,9,2.28,8.7,2.87,6628.05,113.84,95.29,83.62,6920.8,16.48,0,5.3,794.1
2024-08-03,Ligne B,Produit Y2,Nuit,OP007,917,34,3.71,7.3,6.73,18784.15,268.45,87.31,417.88,19557.79,22.12,0,12.0,727.6
2024-08-04,Ligne B,Produit X2,Soir,OP018,1202,31,2.65,8.9,9.12,16546.67,320.88,277.89,256.05,17401.49,14.85,1,13.3,2315.7
2024-08-04,Ligne D,Produit X2,Nuit,OP015,1073,30,2.88,14.5,10.62,8870.69,305.96,191.67,148.81,9517.13,9.12,0,11.0,1597.3
2024-08-04,Ligne C,Produit X1,Soir,OP005,1449,85,5.93,10.8,11.54,14475.16,378.45,122.23,509.48,15485.31,11.34,0,7.0,1018.6
2024-08-04,Ligne D,Produit Z1,Jour,OP018,1327,13,0.99,8.5,11.38,23057.07,384.39,214.7,135.53,23791.69,18.09,0,12.6,1789.2
2024-08-04,Ligne A,Produit X1,Soir,OP012,363,14,4.09,45.9,3.04,6434.28,93.12,47.31,148.89,6723.6,19.21,0,4.0,394.3
2024-08-05,Ligne B,Produit Y2,Soir,OP009,897,40,4.51,28.4,6.47,11919.13,268.33,127.68,318.91,12634.05,14.72,0,11.0,1064.0
2024-08-05,Ligne A,Produit Y2,Jour,OP020,476,22,4.71,14.3,5.52,7941.43,185.04,78.92,220.22,8425.61,18.52,0,4.4,657.7
2024-08-05,Ligne D,Produit Y1,Jour,OP016,880,13,1.53,39.4,7.68,12193.93,278.36,117.53,108.08,12697.91,14.63,0,1.7,979.4
2024-08-05,Ligne D,Produit X2,Jour,OP018,456,8,1.82,3.1,4.69,10035.53,204.83,91.07,105.64,10437.08,23.25,0,3.8,758.9
2024-08-06,Ligne D,Produit X1,Jour,OP006,1143,32,2.87,10.0,8.03,20471.36,265.51,242.63,343.88,21323.37,19.18,0,14.2,2021.9
2024-08-06,Ligne C,Produit Z1,Jour,OP005,1093,72,6.65,19.1,11.45,18103.86,386.94,71.68,715.54,19278.02,18.86,0,7.0,597.3
2024-08-06,Ligne C,Produit X1,Jour,OP011,803,41,5.12,84.3,5.66,12955.88,179.14,178.36,396.9,13710.29,17.97,0,2.0,1486.4
2024-08-07,Ligne A,Produit Z1,Soir,OP016,652,29,4.51,14.4,4.4,13035.02,139.92,52.57,347.87,13575.37,21.76,0,14.9,438.1
2024-08-07,Ligne B,Produit Y1,Jour,OP015,696,18,2.65,8.5,8.41,13647.22,258.41,122.38,211.77,14239.78,20.97,0,13.4,1019.9
2024-08-07,Ligne B,Produit Y1,Jour,OP019,1038,44,4.25,145.3,10.13,16500.9,336.98,148.25,419.68,17405.8,17.49,1,9.8,1235.4
2024-08-08,Ligne B,Produit Z1,Nuit,OP003,1171,45,3.85,57.2,8.55,18615.47,289.47,216.95,429.22,19551.11,17.35,0,11.3,1808.0
2024-08-08,Ligne A,Produit Y2,Nuit,OP006,266,11,4.46,6.1,1.88,5385.56,72.51,51.36,133.63,5643.06,22.04,0,7.6,428.0
2024-08-08,Ligne A,Produit X1,Jour,OP006,1032,41,4.06,81.8,8.91,21772.56,335.2,184.8,519.0,22811.56,23.0,1,7.2,1540.0
2024-08-08,Ligne B,Produit Y1,Jour,OP009,399,11,2.98,40.8,2.9,7603.14,95.56,36.44,125.77,7860.91,20.21,0,1.9,303.7
2024-08-08,Ligne A,Produit Z1,Jour,OP018,1135,42,3.7,126.8,9.04,17994.28,256.23,224.24,399.52,18874.28,17.25,0,1.1,1868.7
2024-08-09,Ligne A,Produit Y2,Nuit,OP012,427,18,4.4,59.7,3.18,7686.57,110.02,98.62,194.41,8089.63,19.73,1,10.4,821.8
2024-08-09,Ligne A,Produit Y2,Jour,OP002,311,14,4.58,37.1,2.49,6298.62,94.02,32.19,170.12,6594.95,22.13,0,3.8,268.2
2024-08-10,Ligne D,Produit Y2,Jour,OP015,238,6,2.93,18.0,1.6,3485.48,70.12,27.09,52.72,3635.42,15.6,1,8.7,225.7
2024-08-10,Ligne C,Produit Y2,Jour,OP004,338,24,7.17,162.3,2.47,5986.19,81.5,77.81,255.03,6400.53,20.32,0,12.7,648.4
2024-08-11,Ligne B,Produit Y1,Jour,OP015,532,15,2.95,6.4,3.84,6610.0,134.12,122.41,111.82,6978.35,13.47,0,10.9,1020.1
2024-08-11,Ligne D,Produit X2,Soir,OP019,315,5,1.9,19.8,2.35,7281.87,80.82,38.33,69.35,7470.37,24.02,0,13.8,319.4
2024-08-12,Ligne A,Produit X1,Jour,OP013,1424,50,3.57,57.6,11.74,32777.02,496.91,184.64,690.53,34149.1,24.84,0,4.2,1538.7
2024-08-12,Ligne D,Produit X1,Jour,OP016,473,8,1.7,26.9,3.6,11598.44,153.56,103.96,117.7,11973.66,25.69,1,6.2,866.3
2024-08-12,Ligne D,Produit Y2,Soir,OP016,424,7,1.74,3.2,4.49,4583.66,188.34,61.59,45.4,4878.99,11.67,0,3.0,513.2
2024-08-12,Ligne D,Produit Y1,Soir,OP001,351,7,2.15,11.6,2.49,3940.46,80.93,56.69,47.15,4125.23,11.96,0,2.8,472.4
2024-08-12,Ligne D,Produit Y2,Jour,OP020,1146,13,1.18,26.3,7.75,11911.72,243.8,124.02,81.07,12360.61,10.9,0,2.5,1033.5
2024-08-13,Ligne D,Produit X2,Jour,OP019,1441,26,1.86,3.8,11.07,12089.03,335.61,184.64,130.87,12740.15,9.0,0,10.2,1538.6
2024-08-13,Ligne A,Produit Y2,Nuit,OP010,1363,56,4.14,77.2,11.54,16113.73,500.88,181.1,397.23,17192.95,13.14,0,14.2,1509.2
2024-08-13,Ligne B,Produit Y2,Soir,OP010,1399,51,3.68,84.2,14.62,24695.07,623.72,90.04,540.15,25948.98,19.24,0,4.6,750.3
2024-08-13,Ligne B,Produit Y1,Jour,OP019,299,4,1.41,2.4,3.27,4773.58,115.75,31.0,38.32,4958.65,16.75,1,2.3,258.4
2024-08-14,Ligne B,Produit X2,Soir,OP010,609,30,5.02,19.4,5.07,10532.37,159.35,76.81,311.3,11079.84,19.1,1,6.7,640.1
2024-08-14,Ligne A,Produit Y1,Soir,OP017,394,10,2.76,56.2,3.44,8918.11,122.62,23.92,135.81,9200.45,23.9,0,14.3,199.3
2024-08-14,Ligne C,Produit Y1,Soir,OP014,1491,85,5.71,135.3,13.82,32204.29,463.19,292.65,1101.56,34061.68,24.21,0,7.0,2438.7
2024-08-14,Ligne B,Produit X2,Soir,OP013,638,26,4.19,15.6,7.64,7661.88,335.17,82.31,187.34,8266.69,13.49,0,14.1,685.9
2024-08-15,Ligne A,Produit X1,Jour,OP002,1367,56,4.13,58.0,10.34,29572.43,443.11,232.74,726.87,30975.15,23.61,1,13.6,1939.5
2024-08-15,Ligne A,Produit Y1,Soir,OP018,1009,30,3.07,39.0,7.12,22439.99,276.78,173.87,400.32,23290.96,23.77,1,14.2,1449.0
2024-08-16,Ligne D,Produit X1,Jour,OP002,1247,29,2.4,12.2,9.59,25422.49,272.94,189.53,354.73,26239.69,21.53,0,7.3,1579.4
2024-08-16,Ligne A,Produit Y1,Soir,OP010,552,13,2.4,2.4,4.22,9239.78,153.84,123.23,130.56,9647.41,17.87,0,5.7,1026.9
2024-08-17,Ligne B,Produit Y2,Jour,OP019,1241,35,2.84,31.5,8.45,28715.96,292.47,142.56,485.93,29636.91,24.55,0,3.4,1188.0
2024-08-17,Ligne A,Produit X2,Nuit,OP011,240,12,5.27,39.7,1.6,5318.24,66.53,53.41,159.55,5597.73,24.44,1,6.2,445.1
2024-08-17,Ligne A,Produit X2,Soir,OP007,1329,46,3.52,32.5,11.47,11448.8,333.41,147.0,237.76,12166.96,9.48,0,9.4,1225.0
2024-08-18,Ligne A,Produit X1,Soir,OP009,1399,67,4.81,3.7,10.56,15340.86,348.73,156.05,440.82,16286.46,12.22,1,4.1,1300.4
2024-08-18,Ligne C,Produit X1,Nuit,OP018,1288,123,9.62,57.4,11.98,13362.92,394.5,246.61,765.67,14769.71,12.67,0,1.5,2055.1
2024-08-18,Ligne C,Produit X2,Nuit,OP017,614,34,5.67,62.9,6.64,13485.04,257.84,110.47,448.04,14301.38,24.62,0,6.5,920.6
2024-08-18,Ligne A,Produit Y2,Jour,OP012,799,39,4.88,26.5,8.84,19133.24,330.54,165.73,560.35,20189.86,26.53,0,12.1,1381.1
2024-08-19,Ligne D,Produit Y2,Nuit,OP009,584,12,2.15,23.0,5.93,12509.71,213.99,98.43,154.23,12976.36,22.65,0,3.5,820.2
2024-08-19,Ligne A,Produit X2,Jour,OP008,823,35,4.31,45.5,5.75,10938.07,214.17,137.99,279.1,11569.33,14.66,0,10.8,1149.9
2024-08-19,Ligne D,Produit Y1,Soir,OP007,1284,26,2.07,13.9,11.92,22695.95,510.87,181.36,275.75,23663.92,18.8,0,10.8,1511.3
2024-08-19,Ligne B,Produit Y2,Soir,OP014,1088,59,5.48,0.0,7.37,8955.21,235.03,142.9,291.37,9624.51,9.34,0,2.3,1190.8
2024-08-20,Ligne A,Produit Z1,Jour,OP001,667,18,2.79,30.3,5.51,14234.11,182.66,103.63,230.48,14750.88,22.69,1,15.0,863.6
2024-08-20,Ligne B,Produit Z1,Soir,OP005,1333,43,3.25,6.6,12.56,32443.57,471.92,160.49,627.94,33703.93,26.11,1,10.9,1337.4
2024-08-21,Ligne B,Produit X1,Nuit,OP009,251,9,3.81,68.7,2.43,3339.21,98.16,45.62,71.84,3554.83,14.63,0,11.3,380.2
2024-08-21,Ligne B,Produit Z1,Jour,OP008,720,27,3.86,103.7,5.83,16113.41,260.67,148.33,362.55,16884.96,24.33,1,5.0,1236.1
2024-08-21,Ligne B,Produit X2,Soir,OP002,474,12,2.55,23.8,5.23,9169.6,214.29,39.25,139.29,9562.43,20.65,0,14.3,327.1
2024-08-22,Ligne D,Produit Y2,Jour,OP008,1214,19,1.59,3.7,12.78,15293.22,396.96,247.77,143.61,16081.56,13.45,0,5.5,2064.7
2024-08-22,Ligne D,Produit X1,Jour,OP002,1246,24,2.0,1.2,9.92,12410.69,368.46,293.98,143.43,13216.56,10.81,0,3.9,2449.9
2024-08-22,Ligne B,Produit X1,Soir,OP003,911,25,2.81,9.6,6.32,18024.74,225.93,174.9,296.78,18722.36,21.11,0,12.4,1457.5
2024-08-23,Ligne B,Produit X1,Soir,OP015,662,14,2.16,2.2,7.84,13234.67,257.23,142.16,167.93,13802.0,21.27,1,11.4,1184.7
2024-08-23,Ligne B,Produit Y2,Jour,OP008,1444,11,0.78,20.9,14.97,33295.68,651.0,99.6,152.18,34198.46,23.85,0,13.0,830.0
2024-08-23,Ligne B,Produit X1,Soir,OP016,583,22,3.83,18.9,5.93,11140.18,192.7,63.13,252.23,11648.24,20.73,0,7.2,526.1
2024-08-24,Ligne D,Produit X2,Soir,OP004,1433,34,2.39,1.7,16.88,28599.06,668.32,259.98,407.13,29934.49,21.38,0,14.2,2166.5
2024-08-24,Ligne B,Produit Y2,Jour,OP001,1271,26,2.12,1.7,12.01,18091.47,522.71,282.05,222.05,19118.28,15.34,1,5.4,2350.4
2024-08-25,Ligne C,Produit Y2,Nuit,OP003,632,49,7.75,43.6,5.05,15629.6,159.19,111.28,727.07,16627.14,28.47,0,2.0,927.3
2024-08-25,Ligne D,Produit X1,Jour,OP010,1139,28,2.48,8.3,9.06,12678.6,382.92,175.72,187.01,13424.24,12.07,0,7.6,1464.3
2024-08-26,Ligne D,Produit Z1,Jour,OP019,804,13,1.69,8.7,8.36,9299.91,260.02,122.08,90.22,9772.23,12.34,0,10.6,1017.3
2024-08-26,Ligne D,Produit X2,Jour,OP019,582,15,2.74,6.1,6.3,10901.98,181.7,83.5,168.59,11335.76,19.96,0,12.5,695.8
2024-08-26,Ligne D,Produit X1,Jour,OP016,1264,36,2.88,73.8,8.48,11553.15,335.22,103.02,197.43,12188.82,9.92,0,11.6,858.5
2024-08-27,Ligne D,Produit X2,Soir,OP017,232,4,1.86,32.7,1.92,4387.55,66.55,54.56,45.39,4554.05,19.89,1,9.4,454.6
2024-08-27,Ligne D,Produit Z1,Jour,OP015,1293,5,0.43,51.6,8.74,22266.36,296.52,306.82,51.66,22921.37,17.78,0,8.1,2556.8
2024-08-27,Ligne C,Produit Y2,Jour,OP005,872,50,5.82,91.6,6.48,16254.14,217.18,87.29,559.2,17117.82,20.8,0,12.4,727.4
2024-08-27,Ligne C,Produit X2,Jour,OP015,1125,66,5.93,85.1,13.92,18548.46,541.18,230.89,652.91,19973.43,18.84,0,3.3,1924.1
2024-08-28,Ligne B,Produit Z1,Soir,OP011,589,25,4.31,55.3,7.33,11606.78,299.01,132.11,295.59,12333.49,21.83,0,9.7,1100.9
2024-08-28,Ligne B,Produit Y1,Jour,OP015,689,19,2.79,41.4,5.04,16054.05,175.59,122.47,265.63,16617.74,24.77,0,6.3,1020.6
2024-08-28,Ligne D,Produit Z1,Jour,OP008,349,9,2.82,32.7,3.62,3535.41,115.34,29.63,54.7,3735.08,10.95,0,12.6,247.0
2024-08-28,Ligne A,Produit X2,Nuit,OP007,327,14,4.29,162.0,2.71,6719.55,114.66,35.91,172.61,7042.74,22.43,1,10.6,299.3
2024-08-28,Ligne B,Produit X2,Soir,OP012,805,23,2.92,21.3,7.52,19189.06,260.45,53.14,328.96,19831.6,25.33,1,4.7,442.8
2024-08-29,Ligne A,Produit X2,Soir,OP005,373,11,3.21,4.4,3.61,7273.03,111.39,58.0,128.69,7571.12,20.86,0,5.7,483.4
2024-08-29,Ligne D,Produit Y2,Soir,OP002,674,20,3.06,37.8,6.8,12175.87,256.49,145.24,216.78,12794.38,19.53,0,11.1,1210.4
2024-08-29,Ligne A,Produit Y1,Soir,OP004,429,21,4.91,6.5,2.92,9333.36,87.93,28.51,274.13,9723.92,23.77,0,2.4,237.6
2024-08-30,Ligne C,Produit Z1,Soir,OP007,797,46,5.83,56.7,8.58,14100.65,357.16,184.63,488.3,15130.75,20.12,0,10.1,1538.6
2024-08-30,Ligne B,Produit Y2,Jour,OP007,942,29,3.09,3.9,6.72,19352.91,244.7,207.57,357.47,20162.65,22.06,1,6.2,1729.7
2024-08-30,Ligne A,Produit Y1,Soir,OP019,429,24,5.79,19.2,3.98,4386.39,140.45,94.37,147.24,4768.44,11.74,0,5.1,786.4
